Age,Gender,Height,Weight,BMI,PhysicalActivityLevel,ObesityCategory
56,Male,173.5752624383722,71.98205082003972,23.891782623967966,4,0
69,Male,164.12730582233817,89.95925553264385,33.39520945079775,2,0
46,Female,168.0722021276139,72.93062926527618,25.81773745564312,4,0
32,Male,168.4596328403327,84.8869124724179,29.91224697575879,3,0
60,Male,183.56856774218892,69.03894549807254,20.487903055473048,3,0
25,Female,166.405627259751,61.14586774960326,22.08162832342537,4,0
78,Male,183.56633382183452,92.20852083312832,27.364340559050174,3,0
38,Male,142.8750950815203,59.359745680958994,29.07896647462822,1,0
56,Male,183.4785578132904,75.15767234686449,22.325576683306593,4,0
75,Male,182.97406114862625,81.5334604483671,24.35324400647721,2,0
36,Male,179.02254673389191,82.62239056706285,25.779963285892816,4,0
40,Female,149.88081996796228,52.518359946699704,23.37862876076313,1,0
28,Male,180.18886995222482,85.77925608742399,26.419606952860335,1,0
28,Male,169.49880824324748,55.315671308390954,19.253730533857095,1,0
41,Male,144.7066256007534,82.16055483024991,39.23616305231511,1,0
70,Male,182.98177707834697,78.02760206573649,23.30411304554486,1,0
53,Male,184.44173078548968,82.27945992669848,24.18650154870968,2,0
57,Female,150.9548792813483,51.9249471835146,22.786716708051546,3,0
41,Male,171.7542107530011,78.81894614101587,26.718731616102616,1,0
20,Female,183.88591121444185,86.28390514612256,25.517191938937412,1,0
39,Female,182.30161313457143,72.90093674742613,21.935729683779996,4,0
70,Male,178.36061051159527,57.72074980593135,18.144042879960317,2,1
19,Male,143.52747120102492,83.79621421491986,40.67750733584829,2,0
41,Male,177.2954276663581,71.70879442151154,22.812734705307626,3,0
61,Male,167.81896101626057,44.88333604258456,15.936871585356322,2,1
47,Female,179.95857528718494,56.55715806525009,17.463950270650958,4,1
55,Male,172.56161458433826,62.10558203159539,20.856539148092143,4,0
19,Male,169.80118389711134,92.58727431459484,32.11218603850754,3,0
77,Male,176.40903849409236,89.9527462945932,28.90498586375549,4,0
38,Male,168.2808662892824,89.90452796585015,31.74768678928019,1,0
50,Male,169.75722720108058,73.485404165258,25.5002560555202,1,0
29,Male,164.44776000871238,83.70392187668799,30.952083089527434,4,0
75,Female,153.94591008815442,52.888308869711636,22.316360563257085,3,0
39,Female,175.67853473771268,70.10204647589157,22.713982947470704,2,0
78,Male,161.9396968032943,76.77449052474395,29.27590299803369,3,0
61,Male,167.99208133959266,53.876514140363206,19.090700618586734,2,0
42,Male,172.8697395845393,73.14868134462805,24.47758379355259,4,0
66,Female,149.1478235643456,95.29958778706516,42.84076146358747,4,0
44,Male,151.38651096323176,78.38154676840941,34.20105239634688,1,0
76,Female,167.00261423390796,83.76317809996179,30.033545730575188,2,0
59,Male,174.54563482299656,33.213896148516056,10.90189109228414,3,1
45,Male,177.44038270649162,93.36953273729387,29.65515882979624,4,0
77,Male,154.08685504124094,67.20816478371745,28.30680506704876,3,0
33,Male,176.3663148441281,58.469705288949356,18.797479674125167,1,0
32,Female,167.5493038168366,67.38043222285104,24.00206111480914,2,0
79,Female,161.16842754903524,47.724667625786545,18.37312268681397,2,1
79,Male,163.51448143940632,85.71913092628213,32.06013276110145,4,0
64,Male,178.01857332040166,64.96906415839311,20.50104404482073,2,0
79,Female,172.74005785085572,58.92053781960897,19.746065848998725,4,0
68,Female,170.5030652275532,67.47917401467453,23.21161593584396,1,0
61,Female,172.434957388079,86.7702348186421,29.18234212188366,2,0
72,Female,179.28097776616193,71.97187601171831,22.3920780332899,4,0
69,Male,169.02900432596678,48.854593456997996,17.099481323015052,3,1
74,Female,170.54318886454237,76.97471244611624,26.46545205915807,4,0
20,Male,181.3817074013781,56.065300685160615,17.041475095460086,2,1
54,Female,166.68413375736841,37.65848452937775,13.554213249635632,1,1
68,Female,176.1814059528068,92.4401081907577,29.781070336314603,2,0
24,Female,164.96295519326858,76.85844812241534,28.24351564392888,2,0
38,Female,165.84132658588214,68.82594004294877,25.024570113945146,4,0
26,Female,168.95950243200363,64.81585727954952,22.704713480540978,3,0
56,Male,175.15272852986766,90.95619251099974,29.64820861960101,2,0
35,Male,181.94181962551067,116.30732725297608,35.135165863602516,3,0
21,Female,170.96545263538775,76.73170777849775,26.25174296406621,4,0
42,Female,155.00163088676456,54.55547976508186,22.70731809949687,3,0
77,Male,176.3144629353394,67.68301721698036,21.772276122736073,4,0
31,Female,194.5384217414571,76.45859008141073,20.20298348645518,1,0
67,Female,171.0866883106735,34.757075395122015,11.874375716411027,3,1
75,Male,152.9123236082042,75.01748802667176,32.08318991700529,3,0
26,Female,171.6965288947085,76.54637694239618,25.96579410441597,1,0
43,Female,169.9698739681616,89.89513296980829,31.116609835642446,3,0
70,Male,169.1289115663761,88.33184953559582,30.880307483771855,1,0
19,Male,179.4540989997713,71.66758240434304,22.254405085596265,2,0
37,Male,183.78274786335723,92.71955359870537,27.45123266374588,4,0
45,Female,176.83585745201083,100.53517478558136,32.14973311941609,1,0
64,Male,168.6694191532893,70.41927182866691,24.75248643752014,3,0
77,Male,181.25678784369632,76.27280617701624,23.215667029074535,1,0
24,Male,155.06170358785758,43.49053970334136,18.08779782477655,3,1
61,Male,162.83943879266002,48.235401063383684,18.190586424153707,2,1
78,Male,163.9537222139827,57.427055289857215,21.363577755943027,1,0
25,Male,169.69049352068066,63.34572543224421,21.998967014172813,2,0
64,Female,175.0673466248684,53.558154628928975,17.474924408751615,4,1
52,Female,167.99287051662716,69.46006882034139,24.612374080652433,3,0
31,Male,160.93964205497724,63.794362484880715,24.629536535075818,3,0
34,Male,179.74850284696132,86.06342847009424,26.637169812728718,2,0
53,Male,167.64543277795306,62.87839531774438,22.3726792952807,4,0
67,Female,171.0212892087103,35.699230776767585,12.205582384202945,1,1
57,Female,175.5106774547591,71.8862675880313,23.336668123381692,1,0
21,Female,170.38877607922947,69.78702963382992,24.037690940363998,3,0
19,Female,170.4327169474429,57.0692517789326,19.646999946732787,2,0
79,Female,180.30473420435828,71.42499825245555,21.970299557598075,2,0
23,Female,171.51369474570376,53.871031176604966,18.312923597352807,1,1
71,Female,178.6279698579049,74.94759930435013,23.488690282396487,4,0
59,Female,175.4466744431839,109.49386655394777,35.57128145659388,4,0
21,Female,190.16887544186918,42.915917906398505,11.86696138667458,1,1
71,Male,174.09413417869132,62.256368694862594,20.540712709947442,1,0
46,Male,176.37973270150772,59.85242317826296,19.23908341798269,2,0
35,Male,181.01656713996368,63.50110174768685,19.379591186016548,4,0
43,Male,170.63617759950168,85.29886869395462,29.295508672461338,1,0
61,Female,163.6214690327056,78.14239838978537,29.188122589695784,1,0
51,Female,165.25854418876543,82.73149753909635,30.293052703246733,3,0
27,Male,165.35493074497512,70.45743257130397,25.768700281488126,1,0
79,Female,160.49669031803282,50.16851020082714,19.475967555320533,1,0
53,Male,173.17805169201884,53.27971958110031,17.765450776110477,4,1
31,Female,163.70483451950918,81.19389561199887,30.297051745180468,2,0
48,Male,171.94852821201846,72.56247847619946,24.54229559452314,4,0
65,Female,168.41325556289362,88.90311109118258,31.344721583986694,2,0
32,Female,169.58378506707484,74.39893154870195,25.870096569448318,3,0
25,Male,175.56056647828856,52.25477510001812,16.95399442072359,1,1
31,Female,164.58100875611453,62.17147278725268,22.95259088635705,3,0
40,Male,176.38891045936776,78.47221224524395,25.221641067938343,2,0
77,Male,185.67307866638959,80.65498744357939,23.39555492583819,4,0
74,Male,173.4310908295176,82.82662948232033,27.536965300570532,4,0
79,Male,162.1790431472753,54.272138301922105,20.634191910763786,3,0
57,Female,163.84981988660203,51.98454750884613,19.363431854133932,2,0
38,Female,167.51737099214884,67.15296220378869,23.93015312091836,3,0
33,Female,164.05109702930434,91.60110274800181,34.03630636731192,3,0
62,Male,160.0881969038995,59.591975187879726,23.252473290477106,1,0
35,Female,171.54407276961692,76.8245783590146,26.10650602636152,3,0
64,Male,167.78802668274201,76.82591708408448,27.28888683421843,1,0
70,Female,171.89720883558059,81.4115912450592,27.55171221965763,1,0
41,Female,181.86387412215285,94.96660380922316,28.712964262506155,4,0
43,Female,167.6364716607564,93.42859637149158,33.24626034405284,1,0
42,Male,158.1457999531969,61.080912492407414,24.422504124850462,1,0
77,Female,166.01107507746445,38.53156838036989,13.98113929736381,4,1
77,Female,177.70425217116642,59.82205996952886,18.94373998411841,3,0
77,Male,176.76770270716958,71.13508441070853,22.765543108305568,2,0
62,Female,175.18639647613568,64.57532083471514,21.040972741105094,2,0
58,Male,163.75293276837897,99.51848414392202,37.112958724713685,2,0
46,Female,177.519026180327,70.28170456474672,22.302444762701914,3,0
32,Male,179.76899078037067,79.8056782038429,24.694727150344768,1,0
62,Male,163.04578370110025,73.25821464471016,27.55733306028409,2,0
18,Female,169.58429902457476,64.80050224763767,22.532381241837047,3,0
42,Male,190.2040196368212,41.127824830559994,11.368321827480345,1,1
24,Male,162.60125723536612,68.82073542187771,26.029840726293408,4,0
26,Male,152.94913330756276,118.8197093973119,50.79189837285713,2,0
41,Male,183.82904434464803,51.33312400243249,15.190407909120006,1,1
18,Male,181.3660477170456,42.776904334386636,13.004611252822466,2,1
61,Male,165.43032676422575,99.04583953853366,36.191449919738595,2,0
25,Female,168.87008218131913,81.13124454804003,28.45002868521648,2,0
41,Male,157.75064949811048,72.81129820785155,29.2587967762364,1,0
28,Male,170.88952272609703,90.44010793550586,30.969215084065446,3,0
68,Female,181.659137153714,57.52747085565855,17.432544680217205,1,1
34,Female,164.57395158241718,68.40107858628022,25.2546152078444,2,0
25,Female,178.77101978786294,84.32731175351235,26.38602810463304,1,0
52,Female,174.6372385739043,101.65531551730595,33.33161690053373,4,0
52,Female,175.77816890881138,52.47183528015087,16.982295063499738,3,1
50,Female,165.15690819413632,89.21101687840591,32.70581693439292,1,0
76,Female,166.45375817066503,75.72758591261477,27.33171618145713,4,0
22,Male,151.532275655286,72.44591601144123,31.550309022328715,3,0
59,Male,164.33330587489894,69.88406166617892,25.877776299437322,4,0
56,Female,181.63485458031258,49.23030068958096,14.922242977089642,3,1
75,Male,160.70667805897727,84.44633497319549,32.69738023736226,1,0
58,Male,162.19698346143096,58.265964695105076,22.147738925552588,4,0
45,Male,176.40189823707126,53.80463946246479,17.290725539942258,2,1
24,Female,174.02768291993092,83.28188438350506,27.498807923827968,4,0
26,Female,176.89863249796298,81.83701037720017,26.151752914485304,3,0
25,Male,158.367794599096,71.18500125416594,28.382768784577003,1,0
29,Female,195.64057949300343,86.19315431217461,22.519300347802965,3,0
51,Male,157.8424662583275,91.38904872218671,36.68144542351641,4,0
50,Male,171.5424731373407,89.62336116738312,30.45635270581284,4,0
65,Male,168.41344504131413,62.0758153989703,21.886126915667962,2,0
72,Male,158.13358482634953,85.21157396919568,34.07613692833217,1,0
40,Female,166.2979057718675,73.17461466262974,26.459819908327542,1,0
79,Female,170.2330760088587,95.8886165552856,33.088658456641866,4,0
41,Female,163.50026788136532,68.14407495599241,25.491251824879914,1,0
54,Male,179.37223621534852,64.65292543947504,20.094524590344307,2,0
52,Female,168.3837425453753,60.793046847356855,21.441422468031565,3,0
61,Male,156.5872532898171,72.83931841353332,29.706607690576586,1,0
57,Female,155.73874467330702,77.00088201388157,31.746975757105233,4,0
39,Male,176.06165090611458,77.28943424390906,24.93392154158273,3,0
44,Male,155.1322921729966,75.23758810467784,31.26298526316045,3,0
52,Male,173.16426073049084,80.0655551901971,26.701102453351183,2,0
18,Female,174.44655185666957,66.66187246128403,21.905477745445452,4,0
52,Female,160.04644636075986,56.91227026612193,22.21845412120055,1,0
54,Female,178.90738083774892,55.60258004629528,17.37154430903655,4,1
64,Female,152.82206376238366,84.62576642955203,36.23518596078305,3,0
31,Male,172.9645893399856,77.05483465792435,25.756419666965545,4,0
20,Female,169.5914206640399,42.162433435745136,14.659457947832214,1,1
18,Female,168.81002024269105,86.45130140199909,30.33717183182131,1,0
22,Male,158.2210335701943,98.20652719603984,39.22942289871953,2,0
43,Male,160.6297799560007,59.261247238622005,22.967760918023906,1,0
72,Male,186.188020250206,75.04240069414061,21.64727583310223,1,0
31,Female,182.15155008871758,62.89812859551461,18.95710350494678,4,0
56,Male,177.42084588523795,79.4246038820675,25.231656670942105,4,0
44,Male,179.39848103529687,52.50986666387161,16.3156128841491,3,1
26,Male,178.46013544671268,68.92831514351829,21.642888715046148,2,0
32,Female,166.76643787713792,84.71971191998172,30.462613872453538,4,0
32,Male,170.4760355181435,88.53567608948259,30.464330183024195,1,0
43,Female,155.2749162195899,76.39743728379533,31.68663953956532,3,0
59,Female,169.10304373192474,64.91432045185391,22.70061722797796,4,0
77,Male,181.83414249539186,46.11098373484587,13.946123986906144,2,1
30,Male,163.39292751742863,58.63675433141077,21.9635943960265,2,0
68,Female,180.23141204687226,62.96089892867829,19.382507003114007,3,0
49,Male,170.91585738693763,59.53399325047579,20.379817845545343,3,0
56,Male,156.1462813433027,70.89329452470423,29.076482528838607,3,0
66,Female,158.92680486653688,64.87168395743072,25.683893897923422,3,0
69,Female,179.19302869707755,72.58182058503165,22.604017646266236,3,0
78,Male,175.5252408525839,88.03940951571495,28.575771585663976,1,0
49,Female,171.01764072987626,63.90306668155958,21.84941827036225,1,0
21,Male,167.25968185752055,49.25699534118662,17.607000790763788,4,1
47,Male,172.10567977628585,59.47438602812687,20.07888356727649,2,0
54,Male,178.80296249253252,78.75382704959908,24.633280223076945,1,0
40,Female,184.75853280487286,80.1691567742901,23.48541863882037,1,0
56,Male,185.236841994406,76.09127795524351,22.175843166580325,1,0
62,Male,173.71959900758495,89.51105958832024,29.66054055668763,4,0
32,Male,168.2806830963548,67.20455395184521,23.731772172865448,3,0
60,Female,171.46248007818858,100.78249222013987,34.28047976128669,4,0
46,Female,175.22120357255082,82.27280704158859,26.796803825704888,2,0
53,Female,175.18066943845088,32.14768794688184,10.47556318660751,2,1
30,Female,183.079866371401,97.00987944945349,28.94241665738864,2,0
49,Female,191.15755721916656,58.49520084796417,16.008007987534874,2,1
24,Male,167.9474537038591,54.48848215814604,19.31780877578821,1,0
76,Female,191.55884908824459,77.85656664749341,21.217333849074585,1,0
68,Female,181.72239246758397,43.92729291495185,13.302018523515615,4,1
39,Female,168.9917700981479,59.5679615301758,20.858430584633826,3,0
45,Male,184.98564838865082,93.35647810936312,27.281508923632927,2,0
19,Female,186.85648301419164,78.34326368496255,22.43806072559287,4,0
59,Female,165.39704555806154,82.1835967140883,30.042055822418803,1,0
62,Male,187.32215252485645,60.14634099253789,17.1407938946941,1,1
79,Female,180.7508282103596,46.924450015478456,14.362783008580859,3,1
74,Male,193.685591279792,80.60226143970603,21.485852965202184,3,0
70,Male,165.759614180005,83.95384234362926,30.55505874395212,3,0
23,Male,166.46573256264003,83.27490079121667,30.0513807729261,4,0
45,Male,149.7333787025666,73.13603845176799,32.62076813622194,1,0
45,Male,175.71193920567958,55.49397634791894,17.973940562137575,1,1
61,Female,173.75251255618718,106.56654382089596,35.29869860065317,3,0
61,Male,164.3700632846433,77.19681164476262,28.572873529668765,2,0
37,Male,169.1814926851194,67.39170037616248,23.545109225630387,3,0
47,Female,156.88778989824885,67.45826143774948,27.40670682121365,4,0
79,Male,181.98444952831687,72.24396217110329,21.813883924862232,3,0
28,Female,165.10300525471692,86.04412393236971,31.565397312081,3,0
75,Female,200.94049015620948,72.84442184958179,18.04103238658979,4,1
72,Female,168.24398699288966,82.87769730171246,29.279157297636022,3,0
45,Male,162.40381158951692,72.27096531839811,27.40131592308541,1,0
42,Male,165.87686881265137,68.31469162794428,24.828041047467103,2,0
56,Male,155.8803902345575,79.61875589992583,32.76667838651963,3,0
79,Female,174.8227189070294,79.04929050510694,25.86438973774622,4,0
50,Male,165.80100300220874,67.45548821357268,24.538215880966984,2,0
18,Male,181.31252790397735,58.761895634286105,17.87475803210139,4,1
74,Male,167.25252504825582,75.12593372110652,26.85619715843015,2,0
44,Female,183.84442111685647,71.17523003443891,21.058525963635407,2,0
79,Female,177.5745574931704,61.67692430843864,19.559656611734926,3,0
74,Male,170.28596776718345,57.363992761948055,19.782521600429188,1,0
69,Male,185.80232587350818,76.15713765841684,22.06014285539681,3,0
30,Male,179.5229346103721,78.25142585541542,24.280206829243088,4,0
58,Male,199.46212826663222,64.5995182801771,16.23709688728106,4,1
20,Female,165.90544755021799,61.300944461306116,22.271315632827264,2,0
56,Female,170.7661610545846,57.54617216444214,19.73389486557807,2,0
23,Female,185.68709011010932,75.7338240871738,21.964760168229443,1,0
25,Female,154.5646218816489,57.940343895388956,24.25274368612395,3,0
44,Male,183.1694356323256,103.61701853531096,30.88339792024281,4,0
26,Male,174.39302757681472,63.845778460435035,20.992973224717566,2,0
79,Male,161.11789244552753,33.621785831910984,12.951892548637195,1,1
54,Female,156.36960341448878,69.54742500056297,28.443064452906498,4,0
50,Male,163.27510526869716,68.90449780271796,25.84685026663465,2,0
68,Female,147.15180427674431,86.67577851286282,40.02824673686241,4,0
59,Female,165.10460556308496,74.32189355091556,27.26455350820301,1,0
61,Male,176.22556333342584,57.49247224840297,18.512845178842124,1,0
41,Male,165.23699359031173,65.70412189754835,24.06456670359458,4,0
32,Male,183.8831270143381,74.91129657476482,22.154581618159717,3,0
76,Female,186.59947602725288,37.52928624534384,10.778280084723034,4,1
71,Male,182.7564448262577,90.07932601585676,26.96992420080051,2,0
49,Female,172.3064091026436,57.53245171293002,19.37804758964332,3,0
49,Male,146.7532072751353,91.25565731421426,42.372549402031844,2,0
41,Female,162.96302507967394,75.88697711689883,28.575188091058692,4,0
58,Female,168.57961473225612,79.4439120459096,27.95442141912339,3,0
69,Male,161.06132350495193,87.24135154001907,33.63100595712859,2,0
66,Female,168.6049452451343,78.59698079038749,27.648097127140442,4,0
79,Female,186.10067468693381,80.09329324476177,23.125985869480356,4,0
66,Male,153.54223470484683,67.53375339307928,28.64607820665429,3,0
75,Female,188.11692056119026,75.58253022208145,21.358251923252848,4,0
69,Male,178.84726421754138,61.18753277542386,19.129267456166406,1,0
29,Female,172.682168082777,64.84883350618048,21.74739201094743,2,0
79,Male,162.86383444259238,99.47042571953364,37.50115688123024,2,0
56,Male,161.26049654508574,57.87709622424367,22.256186318704767,4,0
19,Female,153.73782285411258,72.31475689954421,30.596058136933323,4,0
20,Female,187.16765480314388,71.70203555073215,20.467739816083764,1,0
66,Female,185.3761156007404,65.33868292328802,19.013532902064146,3,0
54,Female,155.93715371416718,77.71601404855656,31.960334229246374,4,0
66,Female,164.473720050938,78.84583139112074,29.14645271277617,4,0
73,Male,174.3314476923191,56.11271225278631,18.463319619618854,4,1
34,Female,167.0049086182779,71.52035067319827,25.643137607702645,4,0
76,Male,150.81325242968182,53.76448991841465,23.638315116715454,2,0
66,Male,163.42227239444313,81.82822927475951,30.639428696051702,4,0
19,Female,189.5103429802002,72.64730965543939,20.228035190648487,2,0
19,Male,164.10021409585556,71.23494830075632,26.452993067776383,4,0
45,Male,168.36532663297794,79.88547023308604,28.18139462987664,3,0
71,Male,158.5482257596462,65.867345642974,26.202781150101014,1,0
40,Male,175.8776298528375,83.71032938827305,27.06187240556175,3,0
54,Female,171.15151799024585,55.77332690865797,19.039916542929863,4,0
49,Male,162.57980258443018,91.17814778341793,34.495113785707325,4,0
50,Female,156.95344604192576,61.73633226167719,25.06104138801196,4,0
18,Female,184.0454337401088,44.557313984566186,13.154335339432034,3,1
36,Male,153.9445659335892,65.07197637305903,27.457770487578784,4,0
79,Female,175.03815695589554,63.37047704118687,20.683380085232468,3,0
19,Female,148.46120755288428,64.95889020774945,29.47220431055699,2,0
70,Female,177.07211683012383,73.47472023225973,23.433522859254236,1,0
61,Male,179.7029888726006,86.46763541332409,26.775832449156013,1,0
43,Female,180.94783711639914,67.12441129154294,20.500936344227163,3,0
49,Female,168.38791531430132,59.625736452716495,21.02867531825319,2,0
23,Female,185.84003605563697,53.10179781574303,15.3755500992902,3,1
49,Male,193.07791694996067,62.97725813036433,16.893457330081148,2,1
72,Female,166.78376863954037,41.68262741124471,14.984681641262386,4,1
21,Male,165.48994969870068,59.12300359725458,21.58804135208351,2,0
72,Male,171.4917726034494,88.6608084379328,30.147069920868176,2,0
28,Male,165.22319854105794,57.649611931323655,21.118075462358085,2,0
73,Male,163.7612980398988,79.43073791200456,29.61870410100563,1,0
76,Male,164.6326145975849,51.602768652872655,19.038873690471316,2,0
34,Male,187.1575600800625,96.56643848965832,27.56839385758375,4,0
55,Female,177.71881995035432,97.56410099597065,30.89037676522264,4,0
41,Male,165.1905387274191,78.86532334839816,28.901191605404215,4,0
22,Female,145.44874974277715,99.86878902465284,47.2073692416842,2,0
69,Female,154.55535506393534,75.33689462391494,31.53839588333941,3,0
51,Male,175.0342908260188,81.52775671224335,26.610878618077745,3,0
23,Female,148.78444058611186,88.92900815097302,40.172458955474646,4,0
39,Female,172.92993527451958,72.69577679647674,24.30909684112142,1,0
28,Female,159.3443627513497,46.71433807622408,18.39826169919863,3,1
65,Female,170.91805774580672,81.83445032851597,28.013041951634502,2,0
33,Male,170.63856301334144,62.922106083498036,21.609707090373593,3,0
50,Female,171.2058993389071,64.0370526856681,21.847104427622796,4,0
26,Male,166.05578152921478,74.46842374718035,27.006242277841594,1,0
77,Female,165.72714374392268,78.49421319576055,28.57921855082315,3,0
76,Female,162.79209581063557,72.25201951009328,27.263610070657435,3,0
23,Male,174.8389231724189,79.53594304235963,26.018795562871496,4,0
33,Female,178.0519267478095,59.39714298909706,18.7357982219209,1,0
46,Female,157.81027477463874,69.35944307915075,27.850631387663217,1,0
20,Female,169.48371527707732,82.73628175676306,28.803154109289853,4,0
37,Male,171.96582073487735,96.59186764655072,32.66301646786425,2,0
77,Female,171.8377113462304,101.89653383459812,34.50821152150655,3,0
76,Male,171.66769619596516,76.49465024091596,25.956964637409893,2,0
53,Female,165.97965189654775,82.60014740118413,29.982726521113964,3,0
36,Male,172.7903042546254,99.72368747222788,33.40100929345279,3,0
